FISCAL YEAR,FISCAL MONTH NAME,DEPARTMENT NAME,REVENUE SOURCE NAME,REVENUE COLLECTED,FUND NAME,REVENUE SOURCE CLASS NAME,REVENUE SOURCE CATEGORY NAME,REVENUE SOURCE CATEGORY,FISCAL MONTH,FISCAL PERIOD,FUND,DEPARTMENT,REVENUE SOURCE CLASS,REVENUE SOURCE
2015,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,400000.00,ATSAC TRUST,ASSESSMENTS,ASSESSMENTS,31,2,201502,484,94,317,3178
2015,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,119678.40,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,2,201502,523,94,317,3178
2015,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,1770.00,WARNER CTR TRANS IMPROVE TRUST,ASSESSMENTS,ASSESSMENTS,31,2,201502,573,94,317,3178
2015,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,600.00,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,2,201502,681,94,317,3178
2015,AUGUST,TRANSPORTATION,VALET PARKING REVENUE,4547.00,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,2,201502,363,94,449,4496
2015,AUGUST,TRANSPORTATION,VEHICLE APPLICATION,20784.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,201502,100,94,328,3287
2015,AUGUST,TRANSPORTATION,WITNESS FEES,275.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,2,201502,100,94,432,4338
2022,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,483054.42,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,202206,385,94,490,4903
2022,DECEMBER,TRANSPORTATION,FILMING PERMITS,245885.60,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,202206,100,94,328,3282
2022,DECEMBER,TRANSPORTATION,VALET PARKING REVENUE,43864.63,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,202206,363,94,449,4496
2022,DECEMBER,TRANSPORTATION,PARKING FACILITIES REVENUE,464270.86,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,202206,363,94,449,4495
2022,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,17691.89,WARNER CTR TRANS IMPROVE TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,202206,573,94,490,4903
2022,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,70.87,OXFORD TRIANGLE/VENICE NEIGHBO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,202206,912,94,490,4903
2022,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,29298.92,COASTAL TRANSP CORRIDOR TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,202206,447,94,490,4903
2022,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,113737.57,SPECIAL PARKING REVENUE,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,202206,363,94,490,4903
2015,DECEMBER,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,6795932.97,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,6,201506,385,94,313,3131
2015,DECEMBER,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,1786314.67,GENERAL FUND (GENERAL BUDGET),ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,100,94,569,5693
2015,DECEMBER,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,70050.00,MEASURE R LOCAL RETURN FUND,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,51Q,94,569,5693
2015,DECEMBER,TRANSPORTATION,ADDL INTERFUND TRANS - GENERAL FD,2501.22,PROPOSITION A LOCAL TRANSIT,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,385,94,569,5691
2015,DECEMBER,TRANSPORTATION,BAD CHECK COLLECTION FEES,1525.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,432,4332
2015,DECEMBER,TRANSPORTATION,CONSTRUCTION TRAFFIC MGMT FEE,10057.70,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,465,4660
2015,DECEMBER,TRANSPORTATION,CREDIT CARD SERVICE CHARGE,75562.75,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,432,4357
2015,DECEMBER,TRANSPORTATION,DAMAGES REPAIRED TRAFFICSAFETY,9983.49,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,428,4289
2015,DECEMBER,TRANSPORTATION,DRIVER PERMIT,75226.60,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201506,100,94,328,3289
2015,DECEMBER,TRANSPORTATION,FILMING PERMITS,173004.80,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201506,100,94,328,3282
2015,DECEMBER,TRANSPORTATION,FINGER PRINT FEES,352.00,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,465,4653
2015,DECEMBER,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,1066733.85,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,201506,363,94,449,4491
2015,DECEMBER,TRANSPORTATION,IMPOUND FEE,629.25,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,465,4662
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,4830.12,ATSAC TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,484,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,17.95,BICYCLE PLAN TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,55C,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,1026.48,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,522,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,8516.29,COASTAL TRANSP CORRIDOR TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,447,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,17.71,COLORADO BLVD SPECIFIC PLAN CO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,49M,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,2455.20,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,207,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,2180.31,MEASURE R BUS OPERATIONS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,51R,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,25221.10,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,51Q,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,1787.61,MOBILE SOURCE AIR POLLUT REDUC,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,528,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,1149.51,NEIGHBORHOOD TRAFFIC MGMT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,47H,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,19.75,OXFORD TRIANGLE/VENICE NEIGHBO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,912,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,3656.15,PERMIT PARKING PROG REV FD,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,49C,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,115574.60,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,385,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,16050.49,PROPOSITION C ANTIGRIDLOCK IMP,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,540,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,19312.85,SPECIAL PARKING REVENUE,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,363,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,39452.42,TRANSPORTATION GRANTS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,655,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,27.90,TRANSPORTATION REVIEW FEE FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,50Y,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,450.87,TRANSP REGULATION &ENFORCEMENT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,596,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,3588.92,VENTURA/CAHUENGA CORRIDOR PLAN,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,523,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,6546.25,WARNER CTR TRANS IMPROVE TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,573,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,3255.35,WEST LA TRANSP IMPROV & MITIGA,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201506,681,94,490,4903
2015,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-MEASURE R LOCAL RET,189698.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,100,94,561,5659
2015,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-OTHER FUNDS,169395.85,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,100,94,561,5654
2015,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-PROP C,2821275.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,100,94,561,5638
2015,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-SEWER CONS,8332.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,100,94,561,5615
2015,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-SP GAS TAX,373349.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,100,94,561,5627
2015,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-TRAFFIC SAFETY,357154.76,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201506,100,94,561,5628
2015,DECEMBER,TRANSPORTATION,LEASES & RENTALS-OTHER,1381.86,PROPOSITION A LOCAL TRANSIT,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,6,201506,385,94,493,4934
2015,DECEMBER,TRANSPORTATION,LEASES & RENTALS-OTHER,137268.82,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,6,201506,363,94,493,4934
2015,DECEMBER,TRANSPORTATION,LEASES & RENTALS-OTHER,1000.00,TRANSPORTATION GRANTS FUND,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,6,201506,655,94,493,4934
2015,DECEMBER,TRANSPORTATION,MAINTENANCE AGREEMENT,51662.78,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,428,4290
2015,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,279875.63,DEPT TRANSPORTATION TRUST,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201506,840,94,516,5188
2015,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,11455.79,GENERAL FUND (GENERAL BUDGET),MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201506,100,94,516,5188
2015,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,13163.91,PROPOSITION A LOCAL TRANSIT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201506,385,94,516,5188
2015,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,17194.00,SPECIAL PARKING REVENUE,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201506,363,94,516,5188
2015,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,2205.64,TRANSP REGULATION &ENFORCEMENT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201506,596,94,516,5188
2015,DECEMBER,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,385462.44,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201506,385,94,465,4651
2015,DECEMBER,TRANSPORTATION,MOBILE SRC AIR POLLUTION GRANT,1219604.39,MOBILE SOURCE AIR POLLUT REDUC,STATE GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-STAT,33,6,201506,528,94,336,3368
2015,DECEMBER,TRANSPORTATION,OTHER FEDERAL GRANTS,82000.70,MEASURE R LOCAL RETURN FUND,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,6,201506,51Q,94,368,3684
2015,DECEMBER,TRANSPORTATION,OTHER FEDERAL GRANTS,50468.25,TRANSPORTATION GRANTS FUND,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,6,201506,655,94,368,3684
2015,DECEMBER,TRANSPORTATION,OVERNIGHT PARKING,896.75,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,6,201506,49C,94,324,3258
2015,DECEMBER,TRANSPORTATION,PARKING FACILITIES REVENUE,507274.40,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,201506,363,94,449,4495
2015,DECEMBER,TRANSPORTATION,"PENALTY-DRIVER,VEHICLE & ATTEN",3120.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,6,201506,596,94,483,4832
2015,DECEMBER,TRANSPORTATION,PENALTY-TAXICAB OPERATOR,3760.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,6,201506,596,94,483,4833
2015,DECEMBER,TRANSPORTATION,PREFERENTIAL PARKING,240840.00,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,6,201506,49C,94,324,3257
2015,DECEMBER,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,5642776.25,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,6,201506,540,94,313,3132
2015,DECEMBER,TRANSPORTATION,PROPOSITION R LOCAL RETURN,4202461.59,MEASURE R LOCAL RETURN FUND,TRANSPORTATION TAX,TAXES,30,6,201506,51Q,94,313,3133
2015,DECEMBER,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,1350.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201506,100,94,328,3293
2015,DECEMBER,TRANSPORTATION,REIMB FROM OTHER AGENCIES,892.50,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,6,201506,385,94,381,3811
2015,DECEMBER,TRANSPORTATION,REIMB FROM OTHER FUNDS,5477.97,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201506,100,94,530,5301
2015,DECEMBER,TRANSPORTATION,REIMB FR OTH FDS-PREF PARKING,159018.13,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201506,100,94,530,5310
2015,DECEMBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,196934.98,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201506,540,94,530,5311
2015,DECEMBER,TRANSPORTATION,REIMB OF RELATED COST-PR YR,11.72,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201506,100,94,530,5331
2015,DECEMBER,TRANSPORTATION,RELATED COST REIMB-OTHERS,409.64,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201506,100,94,530,5361
2015,DECEMBER,TRANSPORTATION,REVENUE FROM OTHER AGENCIES,25168.48,PROPOSITION C ANTIGRIDLOCK IMP,REVENUE FROM OTHER AGENCIES,REVENUES FROM OTHER AGENCIES,38,6,201506,540,94,385,3857
2015,DECEMBER,TRANSPORTATION,SALVAGE RECEIPTS,953.75,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,6,201506,100,94,514,5142
2015,DECEMBER,TRANSPORTATION,SERVICE TO WATER & POWER,110110.62,GENERAL FUND (GENERAL BUDGET),QUASI-EXTERNAL TRANSACTION,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,459,4596
2015,DECEMBER,TRANSPORTATION,SEWER CONS & MAIN RELATED COST,7009.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201506,100,94,530,5328
2015,DECEMBER,TRANSPORTATION,SPECIAL ENV IMPACT REPORT FEE,98052.00,GENERAL FUND (GENERAL BUDGET),ENGR INSPECTION & OTHER CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,420,4240
2015,DECEMBER,TRANSPORTATION,SPECIAL PARKING REVENUE,4847309.02,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,201506,363,94,449,4494
2015,DECEMBER,TRANSPORTATION,TAXICAB VEHICLE BANDIT FEE,106410.00,TRANSP REGULATION &ENFORCEMENT,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201506,596,94,328,3292
2015,DECEMBER,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,70332.76,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,428,4293
2015,DECEMBER,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,226562.29,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,6,201506,100,94,432,4355
2015,DECEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,200.00,COASTAL TRANSP CORRIDOR TRUST,ASSESSMENTS,ASSESSMENTS,31,6,201506,447,94,317,3178
2015,DECEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,90518.14,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,6,201506,523,94,317,3178
2015,DECEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,25600.00,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,6,201506,681,94,317,3178
2015,DECEMBER,TRANSPORTATION,VALET PARKING REVENUE,5721.00,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,201506,363,94,449,4496
2015,DECEMBER,TRANSPORTATION,VEHICLE APPLICATION,212132.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201506,100,94,328,3287
2022,DECEMBER,TRANSPORTATION,LEASES & RENTALS-OTHER,161270.66,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,6,202206,363,94,493,4934
2022,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,65491.77,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,202206,51Q,94,490,4903
2022,DECEMBER,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,119025.39,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,202206,385,94,465,4651
2022,DECEMBER,TRANSPORTATION,SEWER CONS & MAIN RELATED COST,10101.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,202206,100,94,530,5328
2022,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,117229.06,TRANSPORTATION GRANTS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,202206,655,94,490,4903
2022,DECEMBER,TRANSPORTATION,ADDL INTERFUND TRANS - GENERAL FD,1000000.00,DEPT TRANSPORTATION TRUST,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,202206,840,94,569,5691
2023,MARCH,TRANSPORTATION,INTEREST INCOME-OTHER,4397.85,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,9,202309,207,94,490,4903
2015,JANUARY,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,240000.00,GENERAL FUND (GENERAL BUDGET),ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,7,201507,100,94,569,5693
2015,JANUARY,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,772905.00,TRANSPORTATION GRANTS FUND,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,7,201507,655,94,569,5693
2015,JANUARY,TRANSPORTATION,BAD CHECK COLLECTION FEES,1410.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,7,201507,100,94,432,4332
2015,JANUARY,TRANSPORTATION,BOOTING FEE,125.00,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,7,201507,100,94,465,4661
2015,JANUARY,TRANSPORTATION,CREDIT CARD SERVICE CHARGE,78059.11,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,7,201507,100,94,432,4357
2015,JANUARY,TRANSPORTATION,DAMAGES REPAIRED TRAFFICSAFETY,24742.55,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,7,201507,100,94,428,4289
2015,JANUARY,TRANSPORTATION,DRIVER PERMIT,64226.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,7,201507,100,94,328,3289
2015,JANUARY,TRANSPORTATION,EXPEDITED PERMIT FEE,15000.00,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,7,201507,50Y,94,465,4673
2015,JANUARY,TRANSPORTATION,FILMING PERMITS,258188.71,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,7,201507,100,94,328,3282
2015,JANUARY,TRANSPORTATION,FINGER PRINT FEES,440.00,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,7,201507,100,94,465,4653
2015,JANUARY,TRANSPORTATION,GAS TAX PROJECTS,624489.50,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,7,201507,100,94,530,5304
2015,JANUARY,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,860542.89,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,7,201507,363,94,449,4491
2015,JANUARY,TRANSPORTATION,IMPOUND FEE,136.25,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,7,201507,100,94,465,4662
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,15718.95,ATSAC TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,484,94,490,4903
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,585.44,BICYCLE PLAN TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,55C,94,490,4903
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,3070.88,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,522,94,490,4903
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,26590.99,COASTAL TRANSP CORRIDOR TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,447,94,490,4903
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,55.58,COLORADO BLVD SPECIFIC PLAN CO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,49M,94,490,4903
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,7478.46,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,207,94,490,4903
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,6520.78,MEASURE R BUS OPERATIONS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,51R,94,490,4903
2015,JANUARY,TRANSPORTATION,INTEREST INCOME-OTHER,78719.64,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,7,201507,51Q,94,490,4903
